wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC7RE0M,Prisaha Horatiu,"49 14m 53.808s N, 16 34m 17.58s E",traditional,True,micro,1.5,2.0,2,2018-06-20,hannie001,"{'dogs': True, 'fee': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'parking': True, 'bicycles': True, 'stroller': True}",0.7414000000000145,0.3920967741935428
GC1VQXY,Ragby Club Bystrc,"49 13m 25.14s N, 16 32m 1.608s E",traditional,True,micro,2.0,2.0,2,2009-07-15,Caskovi (adoptováno od eipa),"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'bicycles': True, 'stroller': True}",0.6182500000000023,0.2702580645161298
GC1BGQG,Pomník Viktora S. Kašutina,"49 11m 54.852s N, 16 31m 28.452s E",mystery,True,micro,2.0,2.0,10,2008-04-22,Sinuhet,"{'campfires': False, 'bicycles': True, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'stroller': True}",0.4928499999999863,0.2405483870967768
GC2WWN8,Dvanáctka - MBPWT,"49 8m 43.728s N, 16 38m 18.492s E",traditional,True,micro,2.5,2.0,6,2011-05-24,seatice (adoptováno od kapitanR),"{'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'bicycles': True, 'horses': True, 'stroller': True, 'hike_short': True}",0.22739999999999358,0.607967741935487
GC7CQ6P,Slavny den,"49 12m 8.172s N, 16 41m 45.888s E",mystery,True,small,2.5,1.5,2,2017-09-23,trojmax,"{'available': True, 'winter': True, 'bicycles': True, 'motorcycles': True, 'parking': True, 'public': True}",0.5113499999999969,0.7938064516128948
GC1E2NK,Pamatne lipy,"49 15m 11.448s N, 16 35m 25.332s E",traditional,True,micro,2.0,1.5,2,2008-07-11,bediss,"{'motorcycles': True, 'bicycles': True, 'available': True, 'firstaid': True, 'parking': True, 'stroller': True, 'kids': True, 'jeeps': True, 'horses': True, 'dogs': True, 'quads': True}",0.7659000000000112,0.4528064516129024
GC11RBM,Lesni lom,"49 13m 15.42s N, 16 41m 21.228s E",traditional,True,small,1.5,2.0,6,2007-03-27,Matalovi (adoptováno od Tomus),"{'bicycles': True, 'winter': True, 'available': True, 'scenic': True, 'stroller': True, 'horses': True, 'dogs': True}",0.6047500000000157,0.7717096774193465
GC5WDW5,Lanovka,"49 13m 12.288s N, 16 41m 23.46s E",mystery,True,small,2.5,2.0,236,2015-06-19,VHteam,"{'parkngrab': False, 'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'ticks': True, 'danger': True, 'parking': True, 'thorn': True, 'stealth': True}",0.6004000000000204,0.7737096774193509
GC5BRCD,SK Slatina,"49 10m 32.592s N, 16 41m 20.688s E",mystery,True,small,2.0,2.0,48,2015-06-01,BoHla family,"{'wheelchair': False, 'dogs': True, 'onehour': True, 'available': True, 'night': True, 'winter': True, 'parking': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'jeeps': True, 'horses': True, 'firstaid': True}",0.37859999999999255,0.7712258064516114
GC4ZB45,Spernacka 2 - Cimburk,"49 15m 15.948s N, 16 37m 20.928s E",mystery,True,micro,3.0,1.5,0,2014-02-28,Lonwenien,"{'available': True, 'firstaid': True}",0.7721500000000057,0.5563870967741901
GCYPZ7,Brnenska nadrazi: Reckovice,"49 15m 12.42s N, 16 35m 24.468s E",mystery,True,micro,2.5,1.5,0,2006-11-19,darkMS,"{'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'stealth': True}",0.7672500000000134,0.45203225806451025
GC35FVA,PIVOVARY BRNENSKA VI - Pivovar v Reckovicich,"49 15m 6.48s N, 16 34m 52.968s E",mystery,True,micro,2.5,2.0,38,2012-07-19,safarici,"{'winter': True, 'available': True, 'public': True, 'parking': True, 'stealth': True, 'kids': True, 'ticks': True, 'dogs': True}",0.7590000000000237,0.42380645161290026
GC77P6Y,Pejskarska,"49 8m 53.952s N, 16 39m 0.72s E",traditional,True,small,1.0,1.5,3,2017-06-23,zwiratko.grill,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'horses': True, 'food': True, 'touristok': True}",0.2415999999999892,0.6458064516129062
GC44535,Stara hruska,"49 14m 38.4s N, 16 39m 43.2s E",traditional,True,micro,1.0,1.5,18,2013-01-09,Konec,"{'dogs': True, 'available': True, 'night': True, 'parking': True, 'bicycles': True, 'motorcycles': True, 'stroller': True, 'hike_short': True, 'fuel': True, 'food': True}",0.7200000000000071,0.6838709677419297
GC7KETY,Třešňová alej na Lepinách,"49 12m 9.54s N, 16 41m 49.308s E",mystery,True,small,3.0,1.5,2,2018-03-30,lex1,"{'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'bicycles': True, 'horses': True, 'hike_short': True}",0.5132499999999961,0.7968709677419371
GC7N8A2,Moravansky rybnik,"49 8m 34.908s N, 16 35m 29.94s E",multicache,True,micro,2.5,2.0,1,2018-04-18,mr_awesome_,"{'winter': False, 'bicycles': True, 'available': True, 'onehour': True, 'hike_short': True, 'picnic': True, 'ticks': True, 'dogs': True, 's-tool': True}",0.21515000000001297,0.456935483870971
GC3AHV1,SPORE10: MOTHER,"49 13m 53.292s N, 16 40m 53.292s E",mystery,True,small,2.0,3.0,20,2012-02-01,icancut,"{'available': True, 'bicycles': True, 'horses': True, 'dogs': True, 'hike_med': True}",0.657350000000015,0.7466774193548384
GC37G3G,Za sipkou: smer Hobrtenky,"49 12m 32.112s N, 16 31m 28.452s E",mystery,True,regular,3.5,2.0,31,2011-11-17,Adow,"{'wheelchair': False, 'motorcycles': False, 'quads': False, 'dogs': True, 'kids': True, 'hiking': True, 'available': True, 'winter': True, 'ticks': True, 'bicycles': True, 'horses': True, 'stroller': True, 's-tool': True, 'hike_med': True, 'firstaid': True}",0.5446000000000001,0.2405483870967768
GC7J9JC,KRAJzL,"49 11m 41.532s N, 16 31m 23.772s E",multicache,True,small,3.5,3.0,41,2018-02-13,Sólista,"{'winter': False, 'stroller': False, 'field_puzzle': True, 'hike_short': True, 'flashlight': True, 'parking': True, 'onehour': True, 'abandonedbuilding': True, 'ticks': True, 'dogs': True}",0.47435000000001126,0.23635483870967838
GC2DAN5,Biokoridor v Medlankach,"49 14m 50.748s N, 16 33m 55.152s E",traditional,True,micro,1.5,3.0,4,2010-08-26,petrspic,"{'wheelchair': False, 'parking': False, 'snowmobiles': False, 'campfires': False, 'rv': False, 'dogs': True, 'kids': True, 'bicycles': True, 'jeeps': True, 'horses': True}",0.7371500000000155,0.371999999999999
GC5KDF8,Vendulcin Muffin,"49 12m 34.92s N, 16 31m 28.812s E",traditional,True,small,2.0,2.5,1,2015-01-18,Shewa,"{'food': True, 'bicycles': True, 'available': True, 'touristok': True, 'firstaid': True, 'cow': True, 'parking': True, 'onehour': True, 'kids': True, 'picnic': True, 'dogs': True}",0.5484999999999945,0.24087096774193734
GC10BCW,Slatina,"49 10m 38.028s N, 16 41m 29.508s E",multicache,True,micro,2.0,1.5,5,2007-01-13,les-coccinelles,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True}",0.3861500000000089,0.7791290322580617
GC3C9RX,Internet Relay Chat,"49 14m 15.72s N, 16 32m 47.58s E",mystery,True,regular,3.0,2.0,50,2012-02-16,niximor,"{'wheelchair': False, 'stroller': False, 'dogs': True, 'available': True, 'winter': True, 'snowmobiles': True, 'horses': True}",0.688499999999991,0.31145161290322537
GC56FQX,Morisova a Beatlesova kes,"49 11m 2.652s N, 16 31m 32.52s E",traditional,True,regular,2.0,2.0,2,2014-06-07,Natasina parta,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'bicycles': True, 'horses': True, 'stroller': True, 'hike_short': True, 'touristok': True, 'firstaid': True}",0.42034999999999384,0.2441935483870989
GC4XPRJ,Jan Pospisil (1878-1914),"49 11m 41.352s N, 16 31m 22.512s E",mystery,True,small,1.5,2.0,12,2014-01-28,Mrumcajs,"{'public': True, 'parking': True, 'dogs': True, 'onehour': True}",0.47410000000000296,0.23522580645161076
GC3GHK3,Svratka - Svitava,"49 8m 32.568s N, 16 37m 41.7s E",mystery,True,small,3.5,2.0,28,2012-04-08,jurin,"{'jeeps': False, 'food': False, 'onehour': False, 'hike_short': False, 'bicycles': True, 'available': True, 'dogs': True}",0.2119000000000116,0.5750000000000023
GC2Q59C,Obora Holedna,"49 11m 58.02s N, 16 31m 21.54s E",traditional,True,small,2.0,2.0,47,2011-03-14,Peslik,"{'wheelchair': False, 'stroller': False, 'dogs': True, 'available': True, 'ticks': True, 'parking': True, 'bicycles': True}",0.49724999999999747,0.23435483870967388
GC2PC3F,GSM Lokalizace,"49 15m 4.68s N, 16 34m 33.24s E",mystery,True,regular,4.0,3.0,39,2011-02-26,BorecTeam,"{'campfires': False, 'available': True, 'ticks': True, 'thorn': True, 'dogs': True}",0.7565000000000116,0.40612903225806624
GCW6MC,Sumbera,"49 13m 49.008s N, 16 41m 1.032s E",traditional,True,regular,1.5,2.0,10,2006-05-16,Tomus,"{'kids': True, 'available': True, 'parking': True, 'bicycles': True, 'dogs': True}",0.6514000000000092,0.7536129032258072
GC5JAEX,Adamek@Jenik (1),"49 12m 7.02s N, 16 31m 21.432s E",traditional,True,small,1.5,1.5,2,2014-12-24,jan.leuchter,"{'ticks': True, 'bicycles': True, 'firstaid': True}",0.5097499999999864,0.23425806451612916
GC2N4HC,Stara Lisen - znama i neznama,"49 12m 31.968s N, 16 41m 49.488s E",traditional,True,small,1.5,1.5,28,2011-04-16,Ouškovi,"{'dogs': True, 'available': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.5444000000000077,0.7970322580645116
GC4CJ03,Ctvrtky,"49 11m 57.048s N, 16 41m 55.392s E",multicache,True,regular,2.0,2.5,51,2013-05-20,servisak,"{'dogs': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'parking': True, 'bicycles': True, 'horses': True}",0.49589999999999523,0.8023225806451627
GCMCW6,Skrys lisky Bystrousky / Bystrouska's cache,"49 14m 10.968s N, 16 40m 37.74s E",traditional,True,regular,2.0,3.0,15,2005-01-01,PavelM+Ivana,"{'wheelchair': False, 'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'ticks': True, 'bicycles': True, 'horses': True, 'thorn': True}",0.6818999999999921,0.7327419354838712
GC3KQHZ,Monty Python a Svaty gral,"49 13m 34.14s N, 16 31m 58.008s E",wherigo,True,small,4.0,3.0,126,2012-05-19,karbanatek,"{'teamwork': True, 'night': True, 'picnic': True, 'flashlight': True, 'public': True, 'hike_med': True, 'thorn': True, 'ticks': True, 'nightcache': True}",0.6307499999999912,0.267032258064513
GC4XWPR,Venom,"49 8m 41.712s N, 16 34m 38.46s E",mystery,True,large,5.0,5.0,70,2014-02-01,Popina & Karel_Iris,"{'night': False, 'kids': False, 'teamwork': True, 'treeclimbing': True, 'danger': True, 'hunting': True, 'hike_med': True, 'abandonedbuilding': True, 's-tool': True, 'stealth': True, 'wading': True, 'climbing': True, 'flashlight': True, 'field_puzzle': True, 'rappelling': True}",0.22459999999999292,0.41080645161289975
GC73VCJ,Alej lip,"49 10m 36.192s N, 16 31m 42.672s E",traditional,True,micro,1.0,1.5,2,2017-04-14,naty bartos,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'bicycles': True, 'parking': True, 'public': True, 'stroller': True, 'parkngrab': True, 'food': True, 'touristok': True}",0.38360000000001654,0.25329032258064665
GC5MVNK,BnS - Sberatelska,"49 14m 57.48s N, 16 39m 10.08s E",traditional,True,small,2.0,2.5,48,2015-02-15,Konec,"{'wheelchair': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'dangerousanimals': True, 'ticks': True, 'bicycles': True, 'horses': True, 'hike_short': True}",0.7464999999999992,0.6541935483870915
GC2XBM4,Cyklisticky horor E3,"49 8m 52.44s N, 16 34m 3.72s E",traditional,True,micro,1.5,1.5,0,2011-06-01,Ejmi78,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'ticks': True, 'bicycles': True, 'motorcycles': True, 'firstaid': True}",0.2394999999999976,0.3796774193548335
GC83M5A,Husi kuze 2019,"49 13m 38.1s N, 16 31m 59.988s E",event,True,other,1.0,5.0,0,2019-03-23,MiTi1 + HancaTi + Barisi,"{'dogs': False, 'swimming': True, 'parking': True, 'public': True}",0.6362499999999962,0.2688064516129017
GC5QA5N,de villa Parvus,"49 10m 11.1s N, 16 31m 59.412s E",traditional,True,regular,1.5,2.5,3,2015-04-15,JiZw,"{'stroller': False, 'available': True, 'thorn': True, 'dogs': True}",0.3487500000000029,0.26829032258064023
GC5HW92,Prvni petka po pripitku,"49 11m 17.988s N, 16 31m 20.748s E",traditional,True,regular,2.5,5.0,68,2014-12-17,patrac,"{'night': False, 'nightcache': False, 'dogs': True, 'rappelling': True, 'danger': True, 'hike_short': True, 'treeclimbing': True, 'teamwork': True}",0.4416500000000051,0.233645161290323
GC1FXH3,Husi kuze,"49 13m 39.612s N, 16 31m 58.512s E",mystery,True,small,2.0,1.5,5,2008-09-09,MiTi1,"{'wheelchair': False, 'snowmobiles': False, 'winter': True, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'stealth': True, 'horses': True, 'bicycles': True}",0.6383500000000234,0.2674838709677446
GC22T8P,Jakub Obrovsky,"49 13m 25.572s N, 16 31m 47.172s E",mystery,True,small,3.5,1.5,4,2010-01-18,niximor & mudlodcera,"{'night': False, 'available': False, 'touristok': False, 'wheelchair': False, 'dogs': False, 'winter': True, 'stroller': True, 'public': True, 'parking': True, 'hike_med': True, 'bicycles': True}",0.6188500000000151,0.25732258064515906
GC7Q595,Vzpominkova - Farinova zatacka,"49 11m 41.28s N, 16 31m 15.42s E",mystery,True,micro,3.5,5.0,8,2018-05-23,JaraB,"{'dogs': True, 'rappelling': True, 'available': True, 'ticks': True, 'parking': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'hike_short': True, 'touristok': True, 'treeclimbing': True}",0.47400000000000675,0.2288709677419333
GC75DY4,Kachni farma,"49 13m 40.44s N, 16 31m 57.54s E",mystery,True,small,2.0,3.0,167,2017-05-10,Shebyr,"{'kids': True, 'available': True, 'thorn': True, 'ticks': True, 'winter': True}",0.6394999999999976,0.2666129032258077
GC38EAG,Spore56 - Klarisky,"49 15m 24.552s N, 16 37m 23.34s E",multicache,True,micro,2.0,1.5,3,2011-12-24,sturteam,"{'onehour': True, 'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'public': True, 'hike_short': True}",0.7840999999999977,0.5585483870967691
GC22MXZ,QWERTY,"49 15m 0s N, 16 34m 0.012s E",mystery,True,small,1.5,1.5,6,2010-12-19,Myntelka,"{'dogs': True, 'winter': True, 'bicycles': True, 'stroller': True, 'firstaid': True}",0.7500000000000089,0.37635483870967196
GC3JZ9C,Gormiti jadro,"49 14m 56.508s N, 16 33m 49.68s E",traditional,True,small,1.5,2.0,3,2012-05-08,EVVA team,"{'winter': False, 'stroller': False, 'dogs': True, 'kids': True, 'scenic': True, 'available': True, 'night': True, 'ticks': True, 'danger': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'jeeps': True, 'horses': True, 'touristok': True}",0.745149999999997,0.3670967741935497
GC1E4WD,Predmestska / Suburban,"49 13m 16.68s N, 16 31m 37.992s E",mystery,True,small,5.0,1.5,37,2008-07-24,pyngu,"{'bicycles': True, 'available': True, 'scenic': True, 'kids': True, 'ticks': True, 'dogs': True}",0.6065000000000027,0.2490967741935482
GC7WD8E,Parková dráha Brno,"49 8m 26.808s N, 16 37m 43.032s E",traditional,True,regular,2.0,1.5,9,2018-08-19,Cetnik1937,"{'winter': False, 'bicycles': True, 'restrooms': True, 'water': True, 'public': True, 'parking': True, 'food': True, 'fuel': True, 'touristok': True, 'parkngrab': True, 'kids': True, 'firstaid': True, 'stroller': True, 'stealth': True, 'dogs': True}",0.20389999999999456,0.5761935483870997
GC7AY77,Letna,"49 13m 5.412s N, 16 31m 31.368s E",traditional,True,other,3.5,2.0,6,2017-08-20,Hokarul,"{'winter': False, 'kids': True, 'scenic': True, 'available': True, 'night': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True, 'thorn': True, 'stealth': True, 'stroller': True, 'parkngrab': True}",0.5908500000000086,0.243161290322576
GC7QJP0,Soběšické meze,"49 15m 23.22s N, 16 37m 40.332s E",traditional,True,regular,1.5,2.5,3,2018-06-02,chipsycz,"{'wheelchair': False, 'dogs': True, 'onehour': True, 'ticks': True, 'parking': True, 'public': True}",0.7822500000000143,0.57377419354839
GC6XK23,Divo Laurentio,"49 13m 35.472s N, 16 31m 50.772s E",mystery,True,regular,4.0,1.5,65,2016-12-18,korys,"{'available': False, 'stroller': False, 'dogs': False, 'field_puzzle': True, 'touristok': True, 'hike_short': True, 'stealth': True, 'kids': True}",0.6326000000000099,0.2605483870967759
GC6QRBY,Zelenovous,"49 11m 27.708s N, 16 31m 14.628s E",traditional,True,small,1.0,1.5,19,2016-08-24,Lama02,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'ticks': True, 'bicycles': True, 'horses': True, 'stroller': True, 'hike_med': True, 'touristok': True, 'firstaid': True}",0.4551499999999917,0.22816129032258242
GC5MBJF,PRATELSTVI,"49 12m 28.44s N, 16 31m 15.888s E",mystery,True,regular,2.5,2.0,9,2015-02-06,zRadus,"{'kids': False, 'dogs': True, 'onehour': True, 'available': True, 'hike_short': True, 'firstaid': True}",0.5395000000000154,0.22929032258065002
GC23C20,James Herriot,"49 13m 44.58s N, 16 31m 58.512s E",mystery,True,micro,4.0,1.5,21,2010-01-26,tomarctus,"{'wheelchair': False, 'bicycles': True, 'night': True, 'available': True, 'cow': True, 'parking': True, 'danger': True, 'stroller': True, 'horses': True, 'dogs': True}",0.645250000000011,0.2674838709677446
GC5H8M8,Cerna Madona,"49 15m 22.932s N, 16 35m 26.088s E",mystery,True,small,4.5,4.5,70,2018-03-06,rih4,"{'winter': False, 'night': False, 'onehour': False, 'treeclimbing': True, 'available': True, 'teamwork': True, 'scenic': True, 'hike_med': True}",0.7818499999999939,0.4534838709677384
GC1TD3M,Boj o Ostrou Horku,"49 15m 27.18s N, 16 37m 11.388s E",mystery,True,small,2.5,1.5,29,2009-06-29,capjar adoptováno od maravy,"{'available': True, 'ticks': True, 'bicycles': True, 'dogs': True, 'firstaid': True}",0.7877500000000194,0.5478387096774187
GC3XHZV,Bilovicka vyhlidka,"49 14m 23.388s N, 16 40m 32.592s E",traditional,True,small,2.5,3.0,16,2012-09-26,Konec,"{'bicycles': True, 'scenic': True, 'onehour': True, 'hike_med': True, 'ticks': True, 'dogs': True}",0.6991499999999966,0.728129032258056
GC1D9MJ,Kostel svatych Janu,"49 13m 34.86s N, 16 31m 48.288s E",traditional,True,micro,2.5,1.5,9,2008-06-17,adopted by Olii05,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'parking': True, 'stealth': True, 'stroller': True}",0.6317499999999888,0.25832258064516705
GCTMPH,Binarni cache,"49 15m 11.628s N, 16 34m 30.072s E",mystery,True,regular,3.0,1.5,5,2006-02-27,dape team,{'firstaid': True},0.7661500000000195,0.40329032258063974
GC81BGZ,LNS Po stopách sýkorky,"49 15m 26.388s N, 16 35m 46.788s E",mystery,True,regular,2.5,2.5,6,2018-12-15,Plačíci,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'ticks': True, 'parking': True, 'bicycles': True, 'field_puzzle': True, 's-tool': True, 'hike_med': True, 'firstaid': True}",0.7866500000000255,0.47203225806452076
GC7Y712,DoZabiDyk,"49 13m 54.048s N, 16 32m 4.74s E",mystery,True,micro,3.5,1.0,1,2018-09-24,IOM-CZ,"{'parking': True, 'wheelchair': True}",0.658399999999993,0.27306451612902993
GC45Q9Q,Na sikme plose,"49 10m 0.192s N, 16 32m 0.168s E",mystery,True,micro,3.0,3.5,65,2013-02-10,black777jack,"{'bicycles': True, 'winter': True, 'stroller': True, 'motorcycles': True, 'hike_short': True, 'dogs': True}",0.3335999999999899,0.26896774193548767
GC3XEQK,Sobesicka lesni cesta,"49 15m 28.548s N, 16 36m 6.12s E",traditional,True,regular,1.5,3.0,14,2012-10-20,Drticool,"{'motorcycles': False, 'jeeps': False, 'campfires': False, 'quads': False, 'bicycles': True, 'firstaid': True, 'kids': True, 'hike_med': True, 'ticks': True, 'dogs': True}",0.7896500000000186,0.4893548387096794
GC2HY20,Zapad slunce,"49 8m 37.572s N, 16 34m 26.148s E",mystery,True,regular,3.5,2.5,15,2010-11-07,Donachiel,"{'bicycles': True, 'ticks': True, 'thorn': True, 'horses': True, 'available': True, 'dogs': True}",0.2188500000000151,0.3997741935483888
GC7GHWC,Vysocina I,"49 13m 14.088s N, 16 31m 31.332s E",mystery,True,micro,2.5,1.5,15,2017-12-30,Povel87,"{'dogs': True, 'fee': True, 'kids': True, 'onehour': True, 'night': True, 'winter': True, 'parking': True, 'public': True, 'phone': True, 'bicycles': True, 'stroller': True, 'hike_short': True}",0.6028999999999969,0.2431290322580611
GC48FGK,Challenge - Hitlerova dalnice,"49 12m 13.608s N, 16 31m 9.48s E",mystery,True,large,3.5,4.0,122,2013-08-22,safarici,"{'kids': False, 'winter': True, 'firstaid': True, 'hike_short': True, 'wading': True, 'flashlight': True, 'parking': True, 'onehour': True, 'danger': True}",0.5189000000000132,0.22354838709677874
GC7TYDN,Ivanovický potok,"49 8m 44.16s N, 16 39m 11.52s E",traditional,True,small,2.0,2.0,3,2018-07-21,Táďa a Zbyněk,"{'winter': True, 'bicycles': True, 'ticks': True, 'parking': True}",0.2280000000000064,0.6554838709677338
GCXC2R,R43,"49 12m 45.972s N, 16 31m 16.608s E",multicache,True,small,1.5,5.0,127,2006-07-27,K2 team,"{'onehour': False, 'kids': False, 'wheelchair': False, 'thorn': True, 'bicycles': True, 'scenic': True, 'rappelling': True, 'parking': True, 'dogs': True}",0.56385,0.2299354838709711
GC5AMHA,Zmizela ves KLADRUBY (KRADROBY),"49 11m 41.208s N, 16 31m 6.888s E",traditional,True,regular,3.0,2.0,15,2014-08-10,Lukyn+Verca,"{'winter': False, 'bicycles': True, 'available': True, 'touristok': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'thorn': True, 'ticks': True}",0.47390000000001054,0.22122580645161372
GC3GCT5,My Little Pony - Friendship is Magic,"49 13m 47.82s N, 16 31m 54.48s E",traditional,True,small,1.5,4.0,10,2012-08-18,Caskovi (adoptováno od Lugia010719d1 & Dragea),"{'wheelchair': False, 'available': True, 'bicycles': True, 'dogs': True, 'treeclimbing': True}",0.6497500000000184,0.2638709677419374
GC5KAVE,Marianka,"49 12m 55.8s N, 16 41m 55.788s E",mystery,True,small,2.0,2.0,29,2015-01-26,janjule&petrin,"{'dogs': True, 'available': True, 'winter': True, 'ticks': True, 'hike_short': True}",0.5774999999999987,0.8026774193548382
GC67X05,Olympia,"49 8m 22.812s N, 16 37m 49.8s E",traditional,True,small,1.0,1.0,1,2015-12-07,Matalovi,"{'dogs': True, 'available': True, 'wheelchair': True, 'parking': True, 'public': True, 'water': True, 'restrooms': True, 'phone': True, 'picnic': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'parkngrab': True, 'fuel': True, 'food': True, 'firstaid': True}",0.19835000000000913,0.5822580645161316
GC37ZMV,Nadlomni,"49 13m 14.088s N, 16 41m 46.968s E",multicache,True,small,1.5,2.0,5,2011-11-19,terzi1,"{'motorcycles': False, 'campfires': False, 'jeeps': False, 'quads': False, 'hike_short': True, 'scenic': True, 'onehour': True, 'kids': True}",0.6028999999999969,0.7947741935483879
GC7YTFB,Lesni svet Holedna,"49 12m 1.692s N, 16 31m 4.908s E",letterbox,True,small,3.0,2.5,20,2018-10-11,JaraB,"{'bicycles': False, 'kids': False, 'winter': True, 'available': True, 'touristok': True, 'public': True, 'parking': True, 'stealth': True, 'hike_short': True, 'ticks': True, 'cow': True}",0.5023500000000176,0.219451612903225
GC6V438,DUSTY,"49 13m 36.3s N, 16 41m 32.208s E",mystery,True,small,2.5,2.0,9,2016-10-06,hanka.cek,"{'dogs': True, 'kids': True, 'bicycles': True, 'ticks': True, 'stroller': True, 'hike_med': True}",0.6337500000000198,0.7815483870967714
GC65YHE,Bilovice krizem krazem,"49 14m 33.432s N, 16 40m 26.22s E",multicache,True,regular,3.5,3.5,18,2015-12-24,rastici,"{'wheelchair': False, 'night': False, 'onehour': False, 'stroller': False, 'winter': True, 'wading': True, 'hiking': True, 'hike_long': True}",0.7131000000000195,0.7224193548387111
GC14E0E,Hranicni kameny,"49 12m 0.612s N, 16 31m 4.152s E",mystery,True,small,3.0,2.5,22,2007-07-18,Mudlodcera (made by coinageCZ),"{'bicycles': True, 'cow': True, 'onehour': True, 'kids': True, 'stroller': True, 'horses': True, 'ticks': True, 'dogs': True}",0.5008500000000033,0.21877419354838903
GC40JE3,Strecovska 3,"49 15m 17.892s N, 16 34m 35.832s E",traditional,True,micro,2.0,2.0,6,2012-11-01,Pius43,"{'kids': True, 'available': True, 'dogs': True, 'firstaid': True}",0.7748500000000101,0.4084516129032198
GC33J72,Hans Baltisberger V2,"49 11m 50.028s N, 16 31m 3.9s E",traditional,True,small,2.0,2.0,32,2011-09-11,BIGJHS,"{'winter': False, 'bicycles': True, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.48614999999999114,0.21854838709677324
GC3D7QQ,Sloupovic de la Betoni,"49 12m 47.52s N, 16 42m 1.872s E",mystery,True,micro,3.0,5.0,65,2012-02-25,stragen,"{'campfires': False, 'available': True, 'climbing': True, 'onehour': True, 'rappelling': True, 'dogs': True, 's-tool': True}",0.5660000000000075,0.8081290322580639
GC5YK8F,Nekonečná oprava geovozidla,"49 9m 55.692s N, 16 41m 17.88s E",traditional,True,small,1.0,2.0,0,2015-07-09,Arne1,"{'scenic': True, 'available': True, 'winter': True, 'public': True, 'parkngrab': True, 'firstaid': True}",0.3273499999999955,0.7687096774193569
GC5E56X,Pamatnik Vlastislava Kroupy,"49 11m 13.812s N, 16 31m 8.868s E",mystery,True,micro,2.5,2.5,26,2014-10-04,JaraB,"{'winter': False, 'bicycles': True, 'available': True, 'stealth': True, 'kids': True, 'hike_med': True, 'stroller': True, 'horses': True, 'ticks': True, 'dogs': True}",0.43585000000001134,0.2230000000000024
GC4ZX3V,Medlanecke kopce - vyhled,"49 14m 30.3s N, 16 32m 41.748s E",traditional,True,small,2.0,2.5,10,2014-03-16,fildix007,"{'bicycles': True, 'parking': True, 'horses': True, 'ticks': True, 'dogs': True, 'scenic': True}",0.7087500000000242,0.3062258064516155
GC44FCQ,Kostel sv.Cyrila a Metodeje v2,"49 14m 38.868s N, 16 40m 19.2s E",traditional,True,micro,1.0,1.5,2,2013-07-06,PetrSpiral,"{'kids': True, 'available': True, 'bicycles': True, 'stealth': True}",0.7206500000000002,0.7161290322580635
GC2GW06,Mlyn - spol. hra,"49 11m 24s N, 16 31m 5.988s E",mystery,True,regular,2.0,2.0,2,2010-10-17,chrosta,"{'dogs': True, 'available': True, 'bicycles': True, 'horses': True, 'stroller': True, 'firstaid': True}",0.44999999999999113,0.22041935483870664
GC2VXW2,Bystrcká lípa,"49 13m 31.908s N, 16 31m 35.94s E",traditional,True,micro,1.5,1.5,3,2011-05-09,DJerda,"{'wheelchair': False, 'campfires': False, 'dogs': True, 'available': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stroller': True, 'food': True, 'firstaid': True}",0.6276500000000019,0.24725806451612972
